# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
25/01/2025 06:35:34,Class A,210545000,54.103445,9.329748,Under way using engine,,6.7,3.6,3,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:36:43,Class A,210545000,54.105562,9.329588,Under way using engine,0.0,6.7,355.2,355,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:37:14,Class A,210545000,54.106503,9.329452,Under way using engine,0.0,6.7,355.7,356,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:38:14,Class A,210545000,54.108333,9.329347,Under way using engine,0.0,6.7,358.5,359,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:38:23,Class A,210545000,54.108638,9.329322,Under way using engine,0.0,6.7,358.1,358,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:38:34,Class A,210545000,54.10898,9.329293,Under way using engine,0.0,6.7,357.5,357,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:38:43,Class A,210545000,54.10929,9.329268,Under way using engine,0.0,6.7,356.9,357,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:46:13,Class A,210545000,54.123092,9.329003,Under way using engine,0.0,6.7,6.8,8,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:54:24,Class A,210545000,54.137087,9.338492,Under way using engine,0.0,6.7,34.0,34,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:54:44,Class A,210545000,54.137583,9.339057,Under way using engine,0.0,6.8,34.2,33,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
25/01/2025 06:55:52,Class A,210545000,54.137583,9.339057,Under way using engine,0.0,6.8,34.2,33,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 06:55:54,Class A,210545000,54.139493,9.341007,Under way using engine,,6.7,32.5,34,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 06:57:44,Class A,210545000,54.141915,9.344872,Under way using engine,0.0,6.6,47.0,48,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:02:54,Class A,210545000,54.1477,9.358097,Under way using engine,0.0,6.9,57.9,58,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:05:14,Class A,210545000,54.150082,9.364483,Under way using engine,0.0,6.9,58.1,59,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:06:14,Class A,210545000,54.15109,9.367325,Under way using engine,0.0,6.9,57.7,58,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:06:54,Class A,210545000,54.151757,9.369098,Under way using engine,0.0,6.9,57.5,58,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:07:14,Class A,210545000,54.152113,9.370087,Under way using engine,0.0,6.9,58.5,59,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:07:23,Class A,210545000,54.152275,9.37056,Under way using engine,0.0,6.9,59.1,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:07:44,Class A,210545000,54.15259,9.37149,Under way using engine,0.0,6.9,60.0,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:07:54,Class A,210545000,54.15274,9.371958,Under way using engine,0.0,6.9,60.6,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:08:04,Class A,210545000,54.152892,9.372438,Under way using engine,0.0,6.9,60.9,62,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:08:14,Class A,210545000,54.153047,9.372912,Under way using engine,0.0,6.9,60.6,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:08:24,Class A,210545000,54.15319,9.373332,Under way using engine,0.0,6.9,60.3,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:08:54,Class A,210545000,54.15368,9.374757,Under way using engine,0.0,6.9,60.1,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:09:24,Class A,210545000,54.15415,9.37617,Under way using engine,0.0,6.9,59.8,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:10:24,Class A,210545000,54.155105,9.378972,Under way using engine,0.0,6.9,60.0,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:10:44,Class A,210545000,54.155423,9.379915,Under way using engine,0.0,6.9,59.9,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:10:54,Class A,210545000,54.155593,9.380432,Under way using engine,0.0,6.9,60.4,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:11:24,Class A,210545000,54.155995,9.38184,Under way using engine,0.0,6.8,64.8,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:11:44,Class A,210545000,54.156255,9.382825,Under way using engine,0.0,6.8,66.5,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:11:54,Class A,210545000,54.15638,9.383317,Under way using engine,0.0,6.8,67.2,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:12:04,Class A,210545000,54.156503,9.383813,Under way using engine,0.0,6.8,67.4,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:12:24,Class A,210545000,54.15674,9.384828,Under way using engine,0.0,6.8,68.2,69,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:12:44,Class A,210545000,54.156967,9.38584,Under way using engine,0.0,6.9,68.1,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:12:54,Class A,210545000,54.157092,9.386333,Under way using engine,0.0,6.9,67.3,67,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:13:13,Class A,210545000,54.157347,9.387257,Under way using engine,0.0,6.9,65.8,65,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:13:24,Class A,210545000,54.157478,9.387755,Under way using engine,0.0,6.9,65.3,65,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:13:54,Class A,210545000,54.1579,9.389327,Under way using engine,0.0,6.8,65.7,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:14:24,Class A,210545000,54.158248,9.390752,Under way using engine,0.0,6.8,67.7,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:14:54,Class A,210545000,54.158597,9.39225,Under way using engine,0.0,6.8,67.5,67,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:15:04,Class A,210545000,54.158705,9.392703,Under way using engine,0.0,6.8,67.7,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:15:14,Class A,210545000,54.158817,9.393205,Under way using engine,0.0,6.8,68.3,69,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:15:24,Class A,210545000,54.158945,9.39375,Under way using engine,0.0,6.8,68.4,69,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:15:54,Class A,210545000,54.159325,9.395305,Under way using engine,0.0,6.9,67.2,67,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:16:14,Class A,210545000,54.159548,9.396217,Under way using engine,0.0,6.9,67.6,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:16:44,Class A,210545000,54.159905,9.397757,Under way using engine,0.0,6.9,68.2,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:17:14,Class A,210545000,54.160267,9.39924,Under way using engine,0.0,6.8,67.7,68,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:18:14,Class A,210545000,54.160947,9.40217,Under way using engine,0.0,6.8,68.6,69,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:18:22,Class A,210545000,54.16105,9.402613,Under way using engine,0.0,6.8,68.4,69,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:19:14,Class A,210545000,54.161613,9.405227,Under way using engine,0.0,6.7,70.3,71,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:21:22,Class A,210545000,54.163208,9.411358,Under way using engine,0.0,6.6,65.5,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:21:53,Class A,210545000,54.163588,9.412838,Under way using engine,0.0,6.7,66.2,67,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:22:14,Class A,210545000,54.163853,9.413842,Under way using engine,0.0,6.7,66.6,67,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:22:24,Class A,210545000,54.163982,9.414328,Under way using engine,0.0,6.7,66.8,67,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:22:43,Class A,210545000,54.164225,9.41523,Under way using engine,0.0,6.7,66.2,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:22:53,Class A,210545000,54.16435,9.415703,Under way using engine,0.0,6.7,66.0,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:23:24,Class A,210545000,54.164732,9.417192,Under way using engine,0.0,6.7,65.9,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:23:33,Class A,210545000,54.164848,9.417627,Under way using engine,0.0,6.7,66.0,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:24:04,Class A,210545000,54.165255,9.419105,Under way using engine,0.0,6.7,65.7,66,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:24:14,Class A,210545000,54.165385,9.419587,Under way using engine,0.0,6.7,65.1,65,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:24:24,Class A,210545000,54.165512,9.420068,Under way using engine,0.0,6.7,64.4,64,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:24:33,Class A,210545000,54.16563,9.42049,Under way using engine,0.0,6.7,63.6,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:24:43,Class A,210545000,54.165755,9.420903,Under way using engine,0.0,6.7,62.8,62,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:25:04,Class A,210545000,54.166072,9.421882,Under way using engine,0.0,6.7,61.5,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:25:14,Class A,210545000,54.166237,9.422385,Under way using engine,0.0,6.7,60.8,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:25:24,Class A,210545000,54.166377,9.422808,Under way using engine,0.0,6.7,60.5,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:25:33,Class A,210545000,54.166532,9.42328,Under way using engine,0.0,6.6,60.4,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:25:43,Class A,210545000,54.16669,9.423745,Under way using engine,0.0,6.6,60.2,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:26:04,Class A,210545000,54.167017,9.424692,Under way using engine,0.0,6.6,60.0,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:26:14,Class A,210545000,54.167165,9.425142,Under way using engine,0.0,6.6,60.5,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:26:24,Class A,210545000,54.167307,9.425595,Under way using engine,0.0,6.6,61.1,62,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:26:33,Class A,210545000,54.167418,9.42595,Under way using engine,0.0,6.6,61.8,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:26:43,Class A,210545000,54.167552,9.426395,Under way using engine,0.0,6.6,62.2,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:26:53,Class A,210545000,54.167687,9.426843,Under way using engine,0.0,6.6,62.4,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:27:04,Class A,210545000,54.167837,9.427353,Under way using engine,0.0,6.6,62.7,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:27:14,Class A,210545000,54.167997,9.427913,Under way using engine,0.0,6.6,63.3,64,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:27:24,Class A,210545000,54.168123,9.428335,Under way using engine,0.0,6.6,63.6,64,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:28:14,Class A,210545000,54.168815,9.430633,Under way using engine,0.0,6.6,62.1,62,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:28:33,Class A,210545000,54.169083,9.431457,Under way using engine,0.0,6.6,61.2,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:28:43,Class A,210545000,54.169232,9.431912,Under way using engine,0.0,6.6,61.0,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:28:53,Class A,210545000,54.1694,9.432408,Under way using engine,0.0,6.6,60.7,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:29:04,Class A,210545000,54.16959,9.432958,Under way using engine,0.0,6.6,60.4,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:29:13,Class A,210545000,54.169718,9.433332,Under way using engine,0.0,6.7,60.2,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:29:24,Class A,210545000,54.16989,9.43385,Under way using engine,0.0,6.7,60.2,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:29:33,Class A,210545000,54.170033,9.434267,Under way using engine,0.0,6.7,60.1,60,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:29:43,Class A,210545000,54.17017,9.434677,Under way using engine,0.0,6.7,60.5,61,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:30:04,Class A,210545000,54.170482,9.4357,Under way using engine,0.0,6.7,62.1,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:30:24,Class A,210545000,54.170735,9.436578,Under way using engine,0.0,6.7,63.0,64,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:30:33,Class A,210545000,54.170883,9.437088,Under way using engine,0.0,6.7,63.1,64,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:30:44,Class A,210545000,54.171018,9.437552,Under way using engine,0.0,6.7,62.9,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:30:54,Class A,210545000,54.171153,9.438015,Under way using engine,0.0,6.7,63.0,63,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
25/01/2025 07:31:04,Class A,210545000,54.171302,9.438477,Under way using engine,0.0,6.7,62.5,62,9951824,5BDD6,ELECTRAMAR,Cargo,,16.0,90.0,GPS,6.3,FITOR,29/01/2025 06:00:00,AIS,4.0,86.0,12.0,4.0
